Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),GroundClearance(panel slope lengths),Row-to-Row-Distance rtr,RowType(first interior last single),TransmissionFactor(open area fraction),CellRows(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking,Backtracking
37.517,-77.317,-5.0,0,180,0.625,2.857142857142857,interior,0.013,6,ARglass,glass,0.3,True,True
Year,Month,Day,Hour,Minute,DNI,DHI,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,Vwind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI,beta,sazm,height,D
1987,1,1,8,0,2,9,7.5,9.101375017957679,81.67305956606019,87.09457464008314,121.88953186426373,1.3211653993039344e-15,5.80978626358319,9.184242389634347,1.0,5.80978626358319,2.6640234702171055,2.857142857142857,1.1,3.6,8.70658510882357,8.68746485394856,8.702470146092507,8.698551291830169,8.698563727623657,8.679452462758018,1.4161626469993938,1.335162136003383,1.303017816735533,1.3194351604451309,1.3826076400563299,1.4732036163756614,6.394987139480392,90.0,0.569309006945355,1.8633651892662089
1987,1,1,9,0,3,58,8.5,58.524760178051906,60.015108476222416,79.92599390889312,129.41391417115975,0.0,36.86512846834909,60.19598335920637,1.0,36.86512846834909,17.681446529911575,2.857142857142857,1.7,5.2,56.78364520225947,57.301780725965244,58.04515389954429,57.75466693406105,57.51846472231363,57.3883337873052,8.983584749681556,8.649260411026905,8.672356624319864,9.038894541597008,9.381192698552132,9.685435432375701,26.864209669234008,90.0,0.3990612241874592,1.9650628840814046
1987,1,1,10,0,5,74,9.5,75.58207113171035,49.571948738798085,71.5537895265779,140.7113649619976,0.0,50.52613288273177,67.02625635484557,1.0,50.52613288273177,26.123594499527176,2.564829918409848,2.2,4.1,59.63670953745448,61.04455351245017,62.393177174595095,63.73391508795102,63.629309290069614,62.92840237210032,15.155704334805938,15.218667573588974,16.103243448777,16.542783555862783,16.40259800362786,16.171880322265963,44.99999999999999,90.0,0.27144660940672627,2.1500360759563097
1987,1,1,11,0,10,110,10.5,114.20704516289094,54.523155593965484,65.12092546296138,153.85145937145785,0.0,76.42993494579557,101.88773796604544,1.0,76.42993494579557,38.808438475822825,1.6461538823987576,2.2,5.2,90.47295702666068,93.2447905165505,95.15729871195276,97.16588602573104,97.08125209542544,95.36339559606077,21.517493573336285,21.95147993252123,23.1925523565693,23.406930538122094,23.391410694997727,23.17275466117532,43.540688418241636,90.0,0.28056523779251274,2.132257501840181
1987,1,1,12,0,10,126,11.5,130.8034005955951,59.32970731037957,61.29238580686506,168.71236787183352,0.0,85.7297304695516,126.06056771720112,1.0,85.7297304695516,38.691466155088015,1.22518416384337,2.2,5.2,120.56054071089412,121.36677436884929,121.16684451973724,120.83178343331379,120.69816264656396,120.96782118740018,20.308214489446048,19.02449970212133,18.697024756277344,19.22978268246375,20.438000872618755,21.635479232191937,19.667069784304815,90.0,0.45672294932545376,1.9154787254774823
1987,1,1,13,0,8,142,12.5,145.9295188118467,60.27118745843042,60.5811829000067,184.48751990082627,0.0,94.43826962321356,144.28162348897914,1.0,94.43826962321356,42.890246108088476,1.0867645262078673,2.2,5.7,138.35138617380053,138.27828498096565,138.22948039429028,138.18872626174047,138.1754608384866,138.14021085159672,22.774768279575333,21.208384324162473,20.611712439760765,20.93804512452654,22.069886488786764,23.682919863243487,7.899384529653716,270.0,0.55628304700379,1.866631917534583
1987,1,1,14,0,5,116,13.5,118.26253072854747,56.99038774535803,63.09541029535042,199.88742523120266,0.0,78.77161841703224,108.4649547820957,1.0,78.77161841703224,37.42668850043043,1.4362600401693415,2.8,7.2,99.359170480339,101.86836703904065,103.05304662530294,103.85080445675683,103.29164667026076,102.78979727456252,20.247597632373605,19.94111183530071,20.570107596950084,20.87270752136329,21.42277750815299,21.586616509524493,33.83730146094942,270.0,0.346581751930111,2.026520730922531
1987,1,1,15,0,3,120,14.5,121.1008764381211,51.26666481032953,68.4718187966538,213.83136213146457,0.0,80.40989332389927,109.62447015276635,1.0,80.40989332389927,41.74282891514211,2.088195037467276,2.8,7.2,97.7599978118594,99.92018087586546,101.9947218895393,104.06305205210242,103.97877530696515,103.01163618396323,23.989539165341736,23.880994710169766,25.15184118197973,25.84167577057537,25.70948311475384,25.454730573414615,44.99999999999999,270.0,0.27144660940672627,2.1500360759563097
1987,1,1,16,0,2,62,15.5,62.4810735580323,48.464345998690845,76.08177635024639,225.91411254779985,0.0,41.59706199862724,55.83689876612041,1.0,41.59706199862724,21.604592157977535,2.8571428571428577,2.8,9.8,49.73611677853566,50.91071490864012,52.03509235469421,53.155058085713925,53.05297636311866,52.447465278748496,12.28819525480426,12.442878304155919,13.269017132902693,13.685668541263857,13.585502770260554,13.392438111446486,44.99999999999999,270.0,0.27144660940672627,2.1500360759563097
1987,1,1,17,0,0,21,16.5,21.0,75.56925397104801,84.99611056735412,236.06076703204292,1.2434497875801737e-15,13.642930142231915,20.518081986117448,1.0,13.642930142231915,6.109378115017249,2.857142857142857,2.8,8.8,19.721683900639082,19.747091811074796,19.72468167676158,19.70420941297344,19.636682652319344,19.621918908425354,3.2536150020140324,3.068434296912953,3.028435031757542,3.0907655452184084,3.250210255066449,3.45280690770082,11.425259715105113,270.0,0.5259552556996021,1.876958918024349
1987,1,2,8,0,20,10,7.5,11.011067395180175,81.69525178950471,87.10227011713297,121.76094868189031,2.331468351712828e-16,6.153573882870455,13.201823922704335,1.0,6.153573882870455,3.3319110456468604,2.857142857142857,2.8,4.1,11.316185319629119,11.318282808554006,11.32407759566247,11.329906152732441,11.329919263476068,11.332026490156707,1.5087129237957577,1.423206957592748,1.389216701708323,1.411946429097722,1.478708090100171,1.5745567198317187,6.3688615633543435,90.0,0.5695355827670286,1.8633145049189799
1987,1,2,9,0,36,84,8.5,90.29370066918334,60.03306939755092,79.93152456488664,129.27241605930888,0.0,47.55193061069707,121.83319208000327,1.0,47.55193061069707,28.067877899466108,2.857142857142857,2.8,5.2,114.50843321476191,115.17398345152975,116.08489782630093,116.14796089612176,116.21146418910217,116.2175651235176,11.594382953409585,11.277012617143175,11.42617802596673,11.872615107165961,12.626382176334088,13.166242118585664,26.779482187347433,90.0,0.399721063108765,1.964395635151873
1987,1,2,10,0,21,154,9.5,160.65016227670102,49.4613291179754,71.53807493007216,140.56514791097268,0.0,99.61957639890869,167.82955851120386,1.0,99.61957639890869,54.23757036071949,2.568916994459178,3.3,4.6,152.29922848084348,154.9043562718502,157.4093823591352,159.87868963619235,159.87866223303277,158.85973842868324,31.62443584072388,30.856180909402752,31.71756684739269,32.092510377342485,31.69485830326118,31.282753742919613,44.99999999999999,90.0,0.27144660940672627,2.1500360759563097
1987,1,2,11,0,129,174,10.5,228.3558143842506,54.39472821347781,65.07933685829006,153.7043836963056,0.0,140.06273966890728,255.66395803811992,1.0,140.06273966890728,78.46633049312817,1.648640201437721,4.4,4.6,229.84378638985487,232.77055369520284,234.97052307642792,237.40533511697504,239.84719200484608,241.5058531181195,37.67075792302436,34.73383628700167,34.659770096213244,35.40741150457524,37.81014261215646,41.08486212381966,43.63542686728871,90.0,0.27996641072395845,2.13339753654647
1987,1,2,12,0,419,125,11.5,326.7113595542801,59.21843368293308,61.22237925120489,168.57424218337803,0.0,209.04237013752532,349.32499476297875,1.0,209.04237013752532,103.19993667935952,1.227290373129287,7.2,7.2,327.6931098723539,328.08289687304256,329.61523086285695,332.1431230952229,333.2116181739009,334.12003193557985,48.75368629287447,39.99028547295447,36.64208924750479,37.12126237601243,40.55720766914869,46.715920104450866,19.83298323612952,90.0,0.45536025138946223,1.9164572440045387
1987,1,2,13,0,90,236,12.5,280.33943602074055,60.19133234646618,60.48440754201588,184.37128007539857,0.0,181.966249779791,279.8933195591398,1.0,181.966249779791,83.7301618853023,1.0841850525780738,7.8,9.3,268.18467761613783,268.2505484950634,268.076957669963,268.1117437046915,268.3322139261179,268.1584894695503,43.05263400312717,38.66687224636533,36.53311168256132,36.958460184170264,39.484225379625514,43.55346389165697,7.667713834130467,270.0,0.5582861273779243,1.866084313564799
1987,1,2,14,0,4,172,13.5,173.81733928948105,56.945932016438164,62.97785630504906,199.80181444363518,0.0,115.09452087192957,162.26674455566118,1.0,115.09452087192957,54.84259981677671,1.4318900246449688,7.2,6.7,149.70171323247334,152.2210596311088,154.6045768586513,155.0312644939204,154.3286470639105,153.70178783047638,29.444303637389456,28.70517536884538,29.448322653398527,29.483267438950076,30.77592009603867,31.238824053877067,33.59347706243346,270.0,0.34835163985426243,2.024158620008266
1987,1,2,15,0,11,120,14.5,124.05987312834255,51.2190488820895,68.34114882118612,213.77670023719142,0.0,81.63791854303348,114.6424211720164,1.0,81.63791854303348,42.50796044182752,2.0770675510257255,6.7,7.7,102.6193150160862,104.77249444445057,106.84289261372678,108.90775011925953,108.82119540849231,107.85298419984495,24.434632523731167,24.188584708257114,25.368599387727805,26.012909266533743,25.864815257376698,25.609745538620956,44.99999999999999,270.0,0.27144660940672627,2.1500360759563097
1987,1,2,16,0,7,129,15.5,130.70001681471726,48.37954535686218,75.94462530186598,225.88513442773993,0.0,77.17987936430316,147.45419656664646,1.0,77.17987936430316,44.242106924812276,2.8571428571428577,6.1,8.2,134.64106645479913,136.79521244183826,138.85880925488763,140.91290017470988,140.8948720038985,140.03133452117555,22.769170980099233,23.14284744668961,24.715809299852996,25.551181469426346,25.4748027153493,25.223669704279,44.99999999999999,270.0,0.27144660940672627,2.1500360759563097
1987,1,2,17,0,74,33,16.5,39.54687853747643,75.3582034331023,84.92432998771771,236.11638037158386,0.0,17.81127774563258,62.7278039790049,1.0,17.81127774563258,12.356386329609077,2.857142857142857,5.0,6.2,54.14892194522872,54.26304729047983,54.36242173686995,54.457255397217395,54.53896525148431,54.61569401559389,4.3745927219604255,4.1586273422096145,4.137842408705164,4.246414711681968,4.501466254392383,4.784127724447912,11.588159998179307,270.0,0.5245622547237077,1.877526076306974
1987,1,3,8,0,136,12,7.5,18.863995430943252,81.70895223916655,87.1070211388622,121.62500108645254,1.0880185641326521e-15,5.253902106607413,34.59642939352446,1.0,5.253902106607413,6.011187654367203,2.857142857142857,0.6,5.2,23.741868726773095,23.819155044989763,23.789931252340025,23.828570414867688,23.82858135795176,23.905875975363855,1.3196310437221375,1.2483485010456172,1.2198944499775581,1.257160270749379,1.313074230848445,1.3935644076509421,6.34887958805011,90.0,0.5697088855815993,1.8632758787873605
1987,1,3,9,0,548,41,8.5,136.8113877312042,60.03055989019504,79.9307517635597,129.12677103453657,0.0,19.05161612190222,346.5695033366052,1.0,19.05161612190222,44.48786699287106,2.857142857142857,2.8,5.7,326.5163719851225,326.8904138843302,327.09973067843504,328.8609896087103,330.5064298979966,331.2405944467422,4.706706987726862,5.061762825765386,5.643876832249756,6.368172027392627,7.373010968415908,8.21769453873588,26.7143608814114,90.0,0.40022854836430766,1.9638841162853526
